text,label,label_encoded,text_length,word_count
Feeling anxious about the upcoming presentation.,high_stress,1,48,6
"Lately, finished reading a great book. highly recommend it.",low_stress,0,59,9
"Lately, can't handle the pain anymore. need it to stop. Feeling like there's no point in continuing.",crisis,2,100,17
Completed my project on time. Feeling accomplished!,low_stress,0,51,7
feeling burned out. everything feels like too much.,high_stress,1,51,8
Haven't been sleeping well. Mind keeps racing at night.,high_stress,1,55,9
Completed my project on time. Feeling accomplished!,low_stress,0,51,7
"Lately, can't handle the pain anymore. need it to stop.",crisis,2,55,10
excited about the weekend plans with friends.,low_stress,0,45,7
Feeling burned out. Everything feels like too much.,high_stress,1,51,8
"This month, struggling to keep up with everything. feeling exhausted. Feeling anxious about the upcoming presentation.",high_stress,1,118,16
feeling burned out. everything feels like too much.,high_stress,1,51,8
Had a nice dinner with friends. Good times! Made progress on my goals today. Feeling motivated.,low_stress,0,95,16
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
I don't see a way out of this situation anymore.,crisis,2,48,10
"Recently, struggling to keep up with everything. feeling exhausted. Financial stress is getting to me. Bills keep piling up.",high_stress,1,124,19
"This month, feeling burned out. everything feels like too much.",high_stress,1,63,10
"This month, i can't do this anymore. the suffering is too much. I've been planning to hurt myself. Can't take it anymore.",crisis,2,121,22
Feeling isolated. Haven't seen friends in weeks.,high_stress,1,48,7
Feeling content with life right now.,low_stress,0,36,6
Work has been really overwhelming lately. So many deadlines. Can't seem to focus on anything. Mind is all over the place.,high_stress,1,121,21
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
"Recently, having trouble managing my emotions lately.",high_stress,1,53,7
I've been planning to hurt myself. Can't take it anymore.,crisis,2,57,10
feeling burned out. everything feels like too much.,high_stress,1,51,8
Work-life balance is completely off. Need a break. Struggling to keep up with everything. Feeling exhausted.,high_stress,1,108,16
Can't handle the pain anymore. Need it to stop.,crisis,2,47,9
Excited about the weekend plans with friends.,low_stress,0,45,7
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
"Lately, worried about my health. need to see a doctor soon.",high_stress,1,59,11
Completed my project on time. Feeling accomplished!,low_stress,0,51,7
Enjoying my new hobby. It's very relaxing. Excited about the weekend plans with friends.,low_stress,0,88,14
"Recently, i want to disappear. nobody would even notice.",crisis,2,56,9
Had a productive workout session this morning. Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,111,19
"This month, had a productive workout session this morning. Had a nice dinner with friends. Good times!",low_stress,0,102,17
"Lately, just finished a nice walk in the park. the weather is beautiful.",low_stress,0,72,13
Worried about my health. Need to see a doctor soon.,high_stress,1,51,10
"Yesterday, feeling overwhelmed by responsibilities.",high_stress,1,51,5
Just finished a nice walk in the park. The weather is beautiful. Grateful for the support from my colleagues.,low_stress,0,109,19
Financial stress is getting to me. Bills keep piling up.,high_stress,1,56,10
"Lately, thinking about suicide constantly. can't escape these thoughts. Can't handle the pain anymore. Need it to stop.",crisis,2,119,18
I want to disappear. Nobody would even notice.,crisis,2,46,8
"Yesterday, the pain is unbearable. i don't want to feel this way anymore.",crisis,2,73,13
Struggling to keep up with everything. Feeling exhausted. Can't seem to focus on anything. Mind is all over the place.,high_stress,1,118,20
"Lately, had a restful sleep last night. feeling refreshed.",low_stress,0,58,9
I've been planning to hurt myself. Can't take it anymore.,crisis,2,57,10
had a productive workout session this morning. Feeling content with life right now.,low_stress,0,83,13
"Lately, struggling to keep up with everything. feeling exhausted.",high_stress,1,65,9
"Lately, feeling like there's no point in continuing.",crisis,2,52,8
Had a good conversation with my family today.,low_stress,0,45,8
Feeling isolated. Haven't seen friends in weeks. Relationship problems are causing a lot of stress.,high_stress,1,99,15
Work has been really overwhelming lately. So many deadlines.,high_stress,1,60,9
Thinking about suicide constantly. Can't escape these thoughts. I can't do this anymore. The suffering is too much.,crisis,2,115,18
Feeling positive about the future.,low_stress,0,34,5
"Today, i can't do this anymore. the suffering is too much. Feeling like there's no point in continuing.",crisis,2,103,18
"Today, enjoying my new hobby. it's very relaxing.",low_stress,0,49,8
"Today, had a restful sleep last night. feeling refreshed.",low_stress,0,57,9
"Yesterday, had a nice dinner with friends. good times!",low_stress,0,54,9
"Yesterday, everyone would be happier if i wasn't around.",crisis,2,56,9
i don't see a way out of this situation anymore. I'm going to end it all soon. Made my decision.,crisis,2,96,20
"Lately, excited about the weekend plans with friends. Looking forward to the vacation next month.",low_stress,0,97,15
Thinking about suicide constantly. Can't escape these thoughts. Life feels meaningless. I don't want to be here.,crisis,2,112,17
"Today, enjoying my new hobby. it's very relaxing.",low_stress,0,49,8
Had a productive workout session this morning.,low_stress,0,46,7
"Today, i've been planning to hurt myself. can't take it anymore. Thinking about suicide constantly. Can't escape these thoughts.",crisis,2,128,19
The darkness is overwhelming. I see no light ahead.,crisis,2,51,9
"Yesterday, feeling content with life right now.",low_stress,0,47,7
"This week, looking forward to the vacation next month.",low_stress,0,54,9
"This month, work-life balance is completely off. need a break.",high_stress,1,62,10
Feeling isolated. Haven't seen friends in weeks. Anxiety has been high this week. Hard to relax.,high_stress,1,96,16
Feeling content with life right now.,low_stress,0,36,6
grateful for the support from my colleagues.,low_stress,0,44,7
"Recently, feeling content with life right now. Had a productive workout session this morning.",low_stress,0,93,14
Grateful for the support from my colleagues.,low_stress,0,44,7
I'm going to end it all soon. Made my decision. Everyone would be happier if I wasn't around.,crisis,2,93,18
Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,64,12
Life feels meaningless. I don't want to be here.,crisis,2,48,9
Feeling burned out. Everything feels like too much.,high_stress,1,51,8
Had a productive workout session this morning. Feeling content with life right now.,low_stress,0,83,13
Had a difficult conversation today. Still feeling tense.,high_stress,1,56,8
"Recently, i've been planning to hurt myself. can't take it anymore. Can't handle the pain anymore. Need it to stop.",crisis,2,115,20
Relationship problems are causing a lot of stress. Work has been really overwhelming lately. So many deadlines.,high_stress,1,111,17
"Lately, everyone would be happier if i wasn't around. Thinking about suicide constantly. Can't escape these thoughts.",crisis,2,117,17
"Lately, had a productive workout session this morning. Had a productive workout session this morning.",low_stress,0,101,15
feeling positive about the future.,low_stress,0,34,5
"Yesterday, feeling positive about the future.",low_stress,0,45,6
Feeling positive about the future. Enjoying my new hobby. It's very relaxing.,low_stress,0,77,12
"Recently, i don't see a way out of this situation anymore.",crisis,2,58,11
"This week, just finished a nice walk in the park. the weather is beautiful.",low_stress,0,75,14
I'm going to end it all soon. Made my decision.,crisis,2,47,10
"Recently, grateful for the support from my colleagues. Had a nice dinner with friends. Good times!",low_stress,0,98,16
"This month, i want to disappear. nobody would even notice.",crisis,2,58,10
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
I'm going to end it all soon. Made my decision.,crisis,2,47,10
"Today, worried about my health. need to see a doctor soon.",high_stress,1,58,11
Had a difficult conversation today. Still feeling tense. Feeling isolated. Haven't seen friends in weeks.,high_stress,1,105,15
Work-life balance is completely off. Need a break.,high_stress,1,50,8
Had a productive workout session this morning. Feeling positive about the future.,low_stress,0,81,12
"Lately, everyone would be happier if i wasn't around.",crisis,2,53,9
I've been planning to hurt myself. Can't take it anymore.,crisis,2,57,10
"Yesterday, struggling to keep up with everything. feeling exhausted.",high_stress,1,68,9
"Lately, life feels meaningless. i don't want to be here.",crisis,2,56,10
Looking forward to the vacation next month.,low_stress,0,43,7
"Lately, excited about the weekend plans with friends. Looking forward to the vacation next month.",low_stress,0,97,15
"This week, financial stress is getting to me. bills keep piling up. Relationship problems are causing a lot of stress.",high_stress,1,118,20
"Recently, the pain is unbearable. i don't want to feel this way anymore.",crisis,2,72,13
Had a good conversation with my family today. Enjoying my new hobby. It's very relaxing.,low_stress,0,88,15
"Yesterday, having trouble managing my emotions lately.",high_stress,1,54,7
Excited about the weekend plans with friends.,low_stress,0,45,7
"Yesterday, finished reading a great book. highly recommend it.",low_stress,0,62,9
"Recently, relationship problems are causing a lot of stress.",high_stress,1,60,9
Grateful for the support from my colleagues.,low_stress,0,44,7
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
Had a great day at work today. Feeling productive and happy. Feeling content with life right now.,low_stress,0,97,17
"Today, enjoying my new hobby. it's very relaxing. Had a good conversation with my family today.",low_stress,0,95,16
Can't handle the pain anymore. Need it to stop.,crisis,2,47,9
